drug_claim_name	drug_name	concept_id	drug_claim_source
LR3001			TTD
DB03737	CHEMBL354634	chembl:CHEMBL354634	DrugBank
chembl:CHEMBL1079947	LORNEIC ACID A	chembl:CHEMBL1079947	ChemblDrugs
NASVAC			TTD
Dapiprazole	DAPIPRAZOLE	chembl:CHEMBL1201216	TTD
chembl:CHEMBL240390	EGTAZIC ACID	chembl:CHEMBL240390	ChemblDrugs
CHEMBL2360079	ACETOPHENAZINE MALEATE	chembl:CHEMBL2360079	ChemblInteractions
Vapitadine	VAPITADINE	chembl:CHEMBL369075	TTD
NSC-119889	CHEMBL516616	chembl:CHEMBL516616	DTC
PMID26815044-Compound-122			TTD
Tricyclic indole compound 14			TTD
NAFCILLIN SODIUM	NAFCILLIN SODIUM	chembl:CHEMBL1200344	DTC
CODEINE	CODEINE	chembl:CHEMBL485	TdgClinicalTrial
DB05246	METHSUXIMIDE	chembl:CHEMBL697	DrugBank
chembl:CHEMBL1900921	DEMETON S	chembl:CHEMBL1900921	ChemblDrugs
135652203			GuideToPharmacology
Mazapertine succinate			TTD
Biaryl mannoside derivative 30			TTD
PMID27967267-Compound-43			TTD
178100460	ZINTEROL	chembl:CHEMBL1243407	GuideToPharmacology
AC-100,DENTONIN			TdgClinicalTrial
DB00874	GUAIFENESIN	chembl:CHEMBL980	DrugBank
chembl:CHEMBL225546	EQUILENIN	chembl:CHEMBL225546	ChemblDrugs
SITAGLIPTIN	SITAGLIPTIN	chembl:CHEMBL1422	TEND
chembl:CHEMBL687	ACETYLSULFANILAMIDE	chembl:CHEMBL687	ChemblDrugs
LFB-R603	LFB-R603	chembl:CHEMBL2109348	TdgClinicalTrial
CT-011	PIDILIZUMAB	chembl:CHEMBL2108680	TdgClinicalTrial
chembl:CHEMBL262083	N6-PHENYLADENOSINE	chembl:CHEMBL262083	ChemblDrugs
Alectinib	ALECTINIB	chembl:CHEMBL1738797	JAX-CKB
GANGLIOSIDE GM2			NCI
chembl:CHEMBL4297435	RETAGLIPTIN	chembl:CHEMBL4297435	ChemblDrugs
GDC-0068	IPATASERTIB	chembl:CHEMBL2177390	ClearityFoundationClinicalTrial
US9580418, Example 11			TTD
PMID26924192-Compound-52			TTD
249565799			GuideToPharmacology
DB08156	CHEMBL451332	chembl:CHEMBL451332	DrugBank
chembl:CHEMBL459016	GENIPIN	chembl:CHEMBL459016	ChemblDrugs
PMID28092474-Compound-32g			TTD
CHEMBL1201825	RANIBIZUMAB	chembl:CHEMBL1201825	ChemblInteractions
Bevacizumab + Rituximab			TTD
PMID25666693-Compound-49			TTD
178103530	ETHYLESTRENOL	chembl:CHEMBL1200623	GuideToPharmacology
STILBAMIDINE	STILBAMIDINE	chembl:CHEMBL142304	DTC
chembl:CHEMBL52606	COLFORSIN	chembl:CHEMBL52606	ChemblDrugs
DB06694	XYLOMETAZOLINE	chembl:CHEMBL312448	DrugBank
DB04099			DrugBank
178102094	GUANABENZ	chembl:CHEMBL420	GuideToPharmacology
chembl:CHEMBL1851805	PROPACETAMOL	chembl:CHEMBL1851805	ChemblDrugs
315661099			GuideToPharmacology
ASP8273	NAQUOTINIB	chembl:CHEMBL3663929	TTD
selective beta-2-adrenoreceptor agonists			PharmGKB
135650145			GuideToPharmacology
chembl:CHEMBL1098427	HIPPURISTANOL	chembl:CHEMBL1098427	ChemblDrugs
OXAPIUM IODIDE	OXAPIUM IODIDE	chembl:CHEMBL2107009	DTC
CHEMBL1091644	LINSITINIB	chembl:CHEMBL1091644	ChemblInteractions
DB09085	TETRACAINE	chembl:CHEMBL698	DrugBank
chembl:CHEMBL1201798	SEVELAMER	chembl:CHEMBL1201798	ChemblDrugs
178102948			GuideToPharmacology
178103079			GuideToPharmacology
Laevo-Bambuterol			TTD
PMID27019002-Compound-44			TTD
S-265744 LAP			TTD
DB06021	MP-412	chembl:CHEMBL3545002	DrugBank
135650320			GuideToPharmacology
BECLOMETHASONE DIPROPIONATE			TdgClinicalTrial
PMID25399762-Compound-Table1-C1			TTD
178103618			GuideToPharmacology
DOXERCALCIFEROL	DOXERCALCIFEROL	chembl:CHEMBL1200810	TdgClinicalTrial
223365968			GuideToPharmacology
PRO-001			TTD
Docetaxel	DOCETAXEL	chembl:CHEMBL92	FDA
PMID27336223-Compound-7			TTD
chembl:CHEMBL218166	BIFEPRUNOX	chembl:CHEMBL218166	ChemblDrugs
GLPG0634			TdgClinicalTrial
PROPYLENE GLYCOL MONOSTEARATE	PROPYLENE GLYCOL MONOSTEARATE	chembl:CHEMBL1551666	DTC
YONDELIS	YONDELIS	chembl:CHEMBL297812	NCI
MDX-1100	ELDELUMAB	chembl:CHEMBL2109664	TdgClinicalTrial
310264774	QAV680	chembl:CHEMBL2442750	GuideToPharmacology
chembl:CHEMBL219568	GUANINE	chembl:CHEMBL219568	ChemblDrugs
AG-09/96	CHEMBL1290139	chembl:CHEMBL1290139	DTC
DESOXIMETASONE	DESOXIMETASONE	chembl:CHEMBL1766	TEND
FANDOSENTAN POTASSIUM	FANDOSENTAN POTASSIUM	chembl:CHEMBL2104296	DTC
SJ000217121	CHEMBL607308	chembl:CHEMBL607308	DTC
MIPOMERSEN	MIPOMERSEN	chembl:CHEMBL2219536	TdgClinicalTrial
CHEMBL1201532	THYROTROPIN	chembl:CHEMBL1201532	ChemblInteractions
chembl:CHEMBL1296	CEFOTIAM	chembl:CHEMBL1296	ChemblDrugs
Aryl pyrimidine derivative 3			TTD
DEXTROAMPHETAMINE	DEXTROAMPHETAMINE	chembl:CHEMBL612	TEND
GPX-100	13-DEOXYDOXORUBICIN	chembl:CHEMBL3249110	TdgClinicalTrial
Namitecan	NAMITECAN	chembl:CHEMBL606805	TTD
chembl:CHEMBL2103778	CILANSETRON	chembl:CHEMBL2103778	ChemblDrugs
Tenofovir disoproxil fumarate			TTD
PMID29334795-Compound-58			TTD
Heterocyclic derivative 10			TTD
315661220	MK-0893	chembl:CHEMBL1933349	GuideToPharmacology
135651113			GuideToPharmacology
135650704			GuideToPharmacology
DIFLORASONE DIACETATE	DIFLORASONE DIACETATE	chembl:CHEMBL1200545	DTC
135652722	TETRODOTOXIN	chembl:CHEMBL507974	GuideToPharmacology
AMG-837	CHEMBL1829173	chembl:CHEMBL1829173	DTC
BTL-TML-001			TTD
chembl:CHEMBL485258	LAVENDUSTIN B	chembl:CHEMBL485258	ChemblDrugs
Nilotinib	NILOTINIB	chembl:CHEMBL255863	COSMIC
DB05464			DrugBank
EUGENOL	EUGENOL	chembl:CHEMBL42710	DTC
RP5063			TTD
chembl:CHEMBL3989929	AZELIRAGON	chembl:CHEMBL3989929	ChemblDrugs
chembl:CHEMBL394484	CHEMBL394484	chembl:CHEMBL394484	ChemblDrugs
INS-50589	REGRELOR DISODIUM	chembl:CHEMBL261244	TdgClinicalTrial
178102398			GuideToPharmacology
WARFARIN	WARFARIN	chembl:CHEMBL1464	TEND
LOMUSTINE	LOMUSTINE	chembl:CHEMBL514	CIViC
chembl:CHEMBL366603	DIALLYLDISULFIDE	chembl:CHEMBL366603	ChemblDrugs
Resatorvid	RESATORVID	chembl:CHEMBL225157	TTD
CONIVAPTAN	CONIVAPTAN	chembl:CHEMBL1755	TEND
DB06933	CHEMBL250409	chembl:CHEMBL250409	DrugBank
CHEMBL91829	RUBOXISTAURIN	chembl:CHEMBL91829	ChemblInteractions
Clidinium	CLIDINIUM	chembl:CHEMBL620	TTD
223366061			GuideToPharmacology
TD-0714			TTD
chembl:CHEMBL505209	CHEMBL505209	chembl:CHEMBL505209	ChemblDrugs
135650093	CI-988	chembl:CHEMBL2062154	GuideToPharmacology
Yttrium (90Y) clivatuzumab tetraxetan			TTD
Atomoxetine	ATOMOXETINE	chembl:CHEMBL641	FDA
DB02795	P-ANISIC ACID	chembl:CHEMBL21932	DrugBank
DB00368	NOREPINEPHRINE	chembl:CHEMBL1437	DrugBank
chembl:CHEMBL14060	PHENOL	chembl:CHEMBL14060	ChemblDrugs
Velpatasvir	VELPATASVIR	chembl:CHEMBL3545062	FDA
chembl:CHEMBL406931	CHEMBL406931	chembl:CHEMBL406931	ChemblDrugs
CHEMBL1088751	PH-797804	chembl:CHEMBL1088751	ChemblInteractions
DB02046			DrugBank
363894144	GW-406381	chembl:CHEMBL364804	GuideToPharmacology
PTK INHIBITORS			NCI
DB02479			DrugBank
363894203	RG-7420	chembl:CHEMBL3330650	GuideToPharmacology
YTTRIUM (90Y) CLIVATUZUMAB TETRAXETAN			TdgClinicalTrial
ibrutinib	IBRUTINIB	chembl:CHEMBL1873475	PharmGKB
COR-1			TTD
DB09173			DrugBank
chembl:CHEMBL306946	TRYPTANTHRIN	chembl:CHEMBL306946	ChemblDrugs
APL-2	PEGCETACOPLAN	chembl:CHEMBL4298211	TTD
CGP-74514A	CHEMBL1256911	chembl:CHEMBL1256911	DTC
178102539			GuideToPharmacology
CHEMBL1200728	GUANIDINE HYDROCHLORIDE	chembl:CHEMBL1200728	ChemblInteractions
LABETALOL	LABETALOL	chembl:CHEMBL429	NCI
LAPATINIB	LAPATINIB	chembl:CHEMBL554	DTC
COMPLETE FREUNDS ADJUVANT			NCI
PF-04862853	CHEMBL1915783	chembl:CHEMBL1915783	DTC
chembl:CHEMBL141	LAMIVUDINE	chembl:CHEMBL141	ChemblDrugs
Formoterol	FORMOTEROL	chembl:CHEMBL1256786	FDA
MMV006787	CHEMBL584235	chembl:CHEMBL584235	DTC
315661182	TIMOLUMAB	chembl:CHEMBL4297920	GuideToPharmacology
PF03084014			TALC
PMID27998201-Compound-17			TTD
CHEMBL567	PERPHENAZINE	chembl:CHEMBL567	ChemblInteractions
chembl:CHEMBL509186	MAKALUVAMINE E	chembl:CHEMBL509186	ChemblDrugs
CHEMBL450940	PRINABEREL	chembl:CHEMBL450940	ChemblInteractions
178103425	FONDAPARINUX	chembl:CHEMBL1201202	GuideToPharmacology
chembl:CHEMBL2332132	SECAUBRYOLIDE	chembl:CHEMBL2332132	ChemblDrugs
404859079			GuideToPharmacology
178100781			GuideToPharmacology
135650695			GuideToPharmacology
A-3309	ELOBIXIBAT	chembl:CHEMBL3039515	TTD
178103273	KETOROLAC	chembl:CHEMBL469	GuideToPharmacology
chembl:CHEMBL12259	UCM-5600	chembl:CHEMBL12259	ChemblDrugs
178100443	BARDOXOLONE METHYL	chembl:CHEMBL1762621	GuideToPharmacology
135650376			GuideToPharmacology
chembl:CHEMBL106124	SENKTIDE	chembl:CHEMBL106124	ChemblDrugs
chembl:CHEMBL292702	MAYTANSINE	chembl:CHEMBL292702	ChemblDrugs
135652042			GuideToPharmacology
Mepivacaine	MEPIVACAINE	chembl:CHEMBL1087	TTD
chembl:CHEMBL1941031	CHEMBL1941031	chembl:CHEMBL1941031	ChemblDrugs
223366216			GuideToPharmacology
AZD4785	AZD-4785	chembl:CHEMBL4297900	TTD
Medroxyprogesterone	MEDROXYPROGESTERONE ACETATE	chembl:CHEMBL717	TTD
chembl:CHEMBL93645	ACECLOFENAC	chembl:CHEMBL93645	ChemblDrugs
Insulin Susp Isophane Recombinant Human			TTD
135650336	GW501516	chembl:CHEMBL38943	GuideToPharmacology
SODIUM 4-PHENYLBUTYRATE			NCI
chembl:CHEMBL115357	CHEMBL115357	chembl:CHEMBL115357	ChemblDrugs
chembl:CHEMBL1092023	EOSIN_Y	chembl:CHEMBL1092023	ChemblDrugs
135652097			GuideToPharmacology
Benzodiazepine derivative 1			TTD
Thiazole carboxamide derivative 22			TTD
chembl:CHEMBL1371200	CANRENOATE POTASSIUM	chembl:CHEMBL1371200	ChemblDrugs
DB03971			DrugBank
DB07502	CHEMBL361078	chembl:CHEMBL361078	DrugBank
METHYLTESTOSTERONE	METHYLTESTOSTERONE	chembl:CHEMBL1395	NCI
135649880			GuideToPharmacology
chembl:CHEMBL1569	AMANTADINE HYDROCHLORIDE	chembl:CHEMBL1569	ChemblDrugs
DB01285	CORTICOTROPIN	chembl:CHEMBL1201610	DrugBank
chembl:CHEMBL1200618	FEXOFENADINE HYDROCHLORIDE	chembl:CHEMBL1200618	ChemblDrugs
178101846			GuideToPharmacology
Revamilast	REVAMILAST	chembl:CHEMBL4297527	TTD
Digitoxin	DIGITOXIN	chembl:CHEMBL254219	TTD
HISPIDULIN	HISPIDULIN	chembl:CHEMBL293776	DTC
RHODOMYRTOXIN B	RHODOMYRTOXIN B	chembl:CHEMBL1552997	DTC
CX-717			TTD
Copanlisib	COPANLISIB	chembl:CHEMBL3218576	OncoKB
fam-trastuzumab deruxtecan-nxki			PharmGKB
chembl:CHEMBL503181	CHEMBL503181	chembl:CHEMBL503181	ChemblDrugs
Ipatasertib	IPATASERTIB	chembl:CHEMBL2177390	JAX-CKB
Deutetrabenazine	DEUTETRABENAZINE	wikidata:Q27077026	TTD
CHEMBL3039502	DUVELISIB	chembl:CHEMBL3039502	ChemblInteractions
chembl:CHEMBL1485420	CHEMBL1485420	chembl:CHEMBL1485420	ChemblDrugs
chembl:CHEMBL301523	PHENYLALANINE	chembl:CHEMBL301523	ChemblDrugs
Pravastatin derivative 1			TTD
AM-211	AM-211	chembl:CHEMBL2181753	TTD
chembl:CHEMBL163	RITONAVIR	chembl:CHEMBL163	ChemblDrugs
chembl:CHEMBL1201604	TOSITUMOMAB	chembl:CHEMBL1201604	ChemblDrugs
135651474	ANDROSTANOLONE	wikidata:Q31686490	GuideToPharmacology
Bicyclic heteroaryl amide derivative 3			TTD
Benzimidazole derivative 17			TTD
CHEMBL398338	ABT-102	chembl:CHEMBL398338	ChemblInteractions
DICHLOROACETIC ACID	DICHLOROACETIC ACID	chembl:CHEMBL13960	DTC
135650499			GuideToPharmacology
MAKALUVAMINE C TFA SALT	MAKALUVAMINE C TFA SALT	chembl:CHEMBL450970	DTC
AZD4547			JAX-CKB
MVI-816			TTD
chembl:CHEMBL469	KETOROLAC	chembl:CHEMBL469	ChemblDrugs
IRSOGLADINE MALEATE	IRSOGLADINE MALEATE	chembl:CHEMBL1712923	DTC
GSK249320	REFANEZUMAB	chembl:CHEMBL3545317	TTD
chembl:CHEMBL1201496	INSULIN ASPART	chembl:CHEMBL1201496	ChemblDrugs
Pyrimidine derivative 20			TTD
chembl:CHEMBL1790041	RANITIDINE	chembl:CHEMBL1790041	ChemblDrugs
178100924			GuideToPharmacology
CHEMBL1237085			ChemblInteractions
1,3-BIS(3-NITROPHENYL)UREA	CHEMBL1443422	chembl:CHEMBL1443422	DTC
DB00864	TACROLIMUS	chembl:CHEMBL269732	DrugBank
chembl:CHEMBL272198	CHEMBL272198	chembl:CHEMBL272198	ChemblDrugs
Tonapofylline	TONAPOFYLLINE	chembl:CHEMBL414157	TTD
PMID25399762-Compound-Figure1-Eryngiolide A			TTD
DB01289	GLISOXEPIDE	chembl:CHEMBL2106618	DrugBank
DB06670	ODANACATIB	chembl:CHEMBL481611	DrugBank
TAK-632			JAX-CKB
DB00023			DrugBank
chembl:CHEMBL1800368	CHEMBL1800368	chembl:CHEMBL1800368	ChemblDrugs
Ibrutinib	IBRUTINIB	chembl:CHEMBL1873475	COSMIC
135652129			GuideToPharmacology
TILARGININE	TILARGININE	chembl:CHEMBL256147	TdgClinicalTrial
178103782	LABETALOL	chembl:CHEMBL429	GuideToPharmacology
(20S,21R)-FLUOROCAMPTOTHECIN	(20S,21R)-FLUOROCAMPTOTHECIN	chembl:CHEMBL2435326	DTC
AZD8931	SAPITINIB	chembl:CHEMBL2408045	MyCancerGenome
135651607			GuideToPharmacology
CHEMBL971	PENTOBARBITAL SODIUM	chembl:CHEMBL971	ChemblInteractions
AZD5363	CAPIVASERTIB	chembl:CHEMBL2325741	MyCancerGenome
PMID26293650-Compound-34			TTD
chembl:CHEMBL4298037	MGA-012	chembl:CHEMBL4298037	ChemblDrugs
135651168			GuideToPharmacology
DACARBAZINE	DACARBAZINE	chembl:CHEMBL476	TEND
DB00958	CARBOPLATIN	chembl:CHEMBL1351	DrugBank
chembl:CHEMBL2108469	MUPLESTIM	chembl:CHEMBL2108469	ChemblDrugs
chembl:CHEMBL594772	CHEMBL594772	chembl:CHEMBL594772	ChemblDrugs
wikidata:Q29005687	CYSTADANE	wikidata:Q29005687	Wikidata
chembl:CHEMBL260417	CHEMBL260417	chembl:CHEMBL260417	ChemblDrugs
chembl:CHEMBL1236441	CHEMBL1236441	chembl:CHEMBL1236441	ChemblDrugs
PMID25553724-Compound-US2011801300410			TTD
DB03619			DrugBank
310264668			GuideToPharmacology
CHEMBL1742991	BENRALIZUMAB	chembl:CHEMBL1742991	ChemblInteractions
BI-11634			TTD
DB06216	ASENAPINE	chembl:CHEMBL3187365	DrugBank
13-CIS-RETINAL	CHEMBL1579130	chembl:CHEMBL1579130	DTC
chembl:CHEMBL3137340	VIAGENPUMATUCEL-L	chembl:CHEMBL3137340	ChemblDrugs
chembl:CHEMBL260483	CHEMBL260483	chembl:CHEMBL260483	ChemblDrugs
Carbamate derivative 13			TTD
CLP-1001			TTD
DB08707	CHEMBL409038	chembl:CHEMBL409038	DrugBank
chembl:CHEMBL26215	OCTANOL	chembl:CHEMBL26215	ChemblDrugs
CHEMBL1174	EPTIFIBATIDE	chembl:CHEMBL1174	ChemblInteractions
GOSSYPETIN-8-GLUCOSIDE	CHEMBL402915	chembl:CHEMBL402915	DTC
chembl:CHEMBL1231606	CHEMBL1231606	chembl:CHEMBL1231606	ChemblDrugs
178101023			GuideToPharmacology
Hyaluronidase (ovine)			TTD
chembl:CHEMBL406863	CHEMBL406863	chembl:CHEMBL406863	ChemblDrugs
DB03909	PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER	chembl:CHEMBL133463	DrugBank
dapsone	DAPSONE	chembl:CHEMBL1043	PharmGKB
MINAPRINE	MINAPRINE	chembl:CHEMBL278819	TEND
chembl:CHEMBL78625	CHEMBL78625	chembl:CHEMBL78625	ChemblDrugs
EXENATIDE	EXENATIDE	chembl:CHEMBL414357	TdgClinicalTrial
FAMCICLOVIR	FAMCICLOVIR	chembl:CHEMBL880	NCI
Irinotecan	IRINOTECAN	chembl:CHEMBL481	FDA
chembl:CHEMBL205596	CHOLIC ACID	chembl:CHEMBL205596	ChemblDrugs
chembl:CHEMBL602776	CHEMBL602776	chembl:CHEMBL602776	ChemblDrugs
DB07310	CHEMBL218006	chembl:CHEMBL218006	DrugBank
GR-103691	CHEMBL294747	chembl:CHEMBL294747	DTC
chembl:CHEMBL119878	CHEMBL119878	chembl:CHEMBL119878	ChemblDrugs
chembl:CHEMBL1256871	SOBUZOXANE	chembl:CHEMBL1256871	ChemblDrugs
4-METHYLDAPHNETIN	4-METHYLDAPHNETIN	chembl:CHEMBL276618	DTC
SPHONDIN	SPHONDIN	chembl:CHEMBL1452868	DTC
CHEMBL2108029	ERTUMAXOMAB	chembl:CHEMBL2108029	ChemblInteractions
329968432			GuideToPharmacology
MRE-0094	SONEDENOSON	chembl:CHEMBL1950553	TTD
ThermoProfen			TTD
135651551	PROGESTERONE	chembl:CHEMBL103	GuideToPharmacology
chembl:CHEMBL1076838	CYANOPEPTOLIN S	chembl:CHEMBL1076838	ChemblDrugs
chembl:CHEMBL1442890	PROSULTIAMINE	chembl:CHEMBL1442890	ChemblDrugs
PMID25656651-Compound-11c			TTD
Bepotastine	BEPOTASTINE	chembl:CHEMBL1201758	TTD
BROMOXYNIL	BROMOXYNIL	chembl:CHEMBL453905	DTC
MODIFIED IFN-BETA			TdgClinicalTrial
PEG-NALOXOL			TdgClinicalTrial
DB01407	CLENBUTEROL	chembl:CHEMBL49080	DrugBank
DB07716			DrugBank
315661119			GuideToPharmacology
chembl:CHEMBL3121849	RAVIDASVIR	chembl:CHEMBL3121849	ChemblDrugs
DB05092	UCB-1184197	chembl:CHEMBL4297363	DrugBank
CCT128930	CHEMBL263664	chembl:CHEMBL263664	JAX-CKB
PROGABIDE	PROGABIDE	chembl:CHEMBL287631	TdgClinicalTrial
DSP-6745			TTD
DB07462			DrugBank
TLN-4601	DIAZEPINOMICIN	chembl:CHEMBL550961	TdgClinicalTrial
VALNEMULIN	VALNEMULIN	chembl:CHEMBL1688852	DTC
249565658	CHEMBL259026	chembl:CHEMBL259026	GuideToPharmacology
chembl:CHEMBL2182009	CHEMBL2182009	chembl:CHEMBL2182009	ChemblDrugs
178102665			GuideToPharmacology
ALPHA-DIFLUOROMETHYLORNITHINE			NCI
SUN-N8075			TTD
Igmesine	IGMESINE	chembl:CHEMBL2110660	TTD
DB03650			DrugBank
GSK2126458	OMIPALISIB	chembl:CHEMBL1236962	JAX-CKB
PFK-158			TTD
chembl:CHEMBL3545080	RG-7256	chembl:CHEMBL3545080	ChemblDrugs
N-2-NAPHTHYLIMIDODICARBONIMIDIC DIAMIDE	CHEMBL43078	chembl:CHEMBL43078	DTC
chembl:CHEMBL2364605	CEBRANOPADOL	chembl:CHEMBL2364605	ChemblDrugs
Divalproex sodium			TTD
LY-674	LY-518674	chembl:CHEMBL424133	TdgClinicalTrial
chembl:CHEMBL3039547	PEXASTIMOGENE DEVACIREPVEC	chembl:CHEMBL3039547	ChemblDrugs
INS-37217	DENUFOSOL TETRASODIUM	chembl:CHEMBL1767407	TTD
DB00728	ROCURONIUM	chembl:CHEMBL1201244	DrugBank
chembl:CHEMBL3544954	ZOPTARELIN DOXORUBICIN	chembl:CHEMBL3544954	ChemblDrugs
LOMATIN	LOMATIN	chembl:CHEMBL1414353	DTC
178102768			GuideToPharmacology
Lucitanib	LUCITANIB	chembl:CHEMBL2220486	CGI
Bis-indolylmaleimide derivative 1			TTD
DB00087	ALEMTUZUMAB	chembl:CHEMBL1201587	DrugBank
DB01559	CLOTIAZEPAM	chembl:CHEMBL1697737	DrugBank
DB08865	CRIZOTINIB	chembl:CHEMBL601719	DrugBank
IPATASERTIB	IPATASERTIB	chembl:CHEMBL2177390	CIViC
chembl:CHEMBL455333	CHEMBL455333	chembl:CHEMBL455333	ChemblDrugs
SJ000247817	CHEMBL590408	chembl:CHEMBL590408	DTC
DB01239	CHLORPROTHIXENE	chembl:CHEMBL908	DrugBank
chembl:CHEMBL1200891	OXYPHENCYCLIMINE HYDROCHLORIDE	chembl:CHEMBL1200891	ChemblDrugs
4SCAR19 and 4SCAR70			TTD
TRANEXAMIC ACID			TEND
chembl:CHEMBL115653	CIPEMASTAT	chembl:CHEMBL115653	ChemblDrugs
223366045	AZD7325	chembl:CHEMBL1783282	GuideToPharmacology
PROPRANOLOL	PROPRANOLOL	chembl:CHEMBL27	NCI
TCMDC-125653	CHEMBL580918	chembl:CHEMBL580918	DTC
chembl:CHEMBL3137301	SACUBITRIL	chembl:CHEMBL3137301	ChemblDrugs
178101107			GuideToPharmacology
chembl:CHEMBL1628569	ROBALZOTAN	chembl:CHEMBL1628569	ChemblDrugs
Travoprost	TRAVOPROST	chembl:CHEMBL1200799	TTD
chembl:CHEMBL1743047	NECITUMUMAB	chembl:CHEMBL1743047	ChemblDrugs
chembl:CHEMBL1200814	ACETAZOLAMIDE SODIUM	chembl:CHEMBL1200814	ChemblDrugs
chembl:CHEMBL1270061	CHEMBL1270061	chembl:CHEMBL1270061	ChemblDrugs
135651053			GuideToPharmacology
GNF-PF-4659	CHEMBL584442	chembl:CHEMBL584442	DTC
PHENYLPROPANOLAMINE	PHENYLPROPANOLAMINE	chembl:CHEMBL61006	TEND
DB06201	RUFINAMIDE	chembl:CHEMBL1201754	DrugBank
Nivolumab	NIVOLUMAB	chembl:CHEMBL2108738	TTD
SJ000200944	CHEMBL600173	chembl:CHEMBL600173	DTC
chembl:CHEMBL1329443	CHEMBL1329443	chembl:CHEMBL1329443	ChemblDrugs
Oxymorphone	OXYMORPHONE	chembl:CHEMBL963	TTD
DB00148	CREATINE	chembl:CHEMBL283800	DrugBank
Cycloalkyl nitrile pyrazole carboxamide derivative 1			TTD
CIS-RESVERATROL	CIS-RESVERATROL	chembl:CHEMBL87333	DTC
310264712	MM-111	chembl:CHEMBL4297556	GuideToPharmacology
PMID28627961-Compound-22			TTD
chembl:CHEMBL396107	GW795486X	chembl:CHEMBL396107	ChemblDrugs
DB08550	CHEMBL287837	chembl:CHEMBL287837	DrugBank
DE-110			TTD
135650099	CIMETIDINE	chembl:CHEMBL30	GuideToPharmacology
FLOXURIDINE	FLOXURIDINE	chembl:CHEMBL917	TEND
CYCLOSPORINE	CYCLOSPORINE	chembl:CHEMBL160	TdgClinicalTrial
178103978	BREQUINAR	chembl:CHEMBL38434	GuideToPharmacology
CHEMBL3545093	ZYH7	chembl:CHEMBL3545093	ChemblInteractions
135651350	TAMSULOSIN	chembl:CHEMBL836	GuideToPharmacology
Thiazole carboxamide derivative 16			TTD
CHEMBL3545407	TRABODENOSON	chembl:CHEMBL3545407	ChemblInteractions
chembl:CHEMBL2107729	ATACIGUAT	chembl:CHEMBL2107729	ChemblDrugs
chembl:CHEMBL1529479	CHEMBL1529479	chembl:CHEMBL1529479	ChemblDrugs
chembl:CHEMBL494887	TETRAISOPROPYL PYROPHOSPHORAMIDE	chembl:CHEMBL494887	ChemblDrugs
6438			CGI
ERLOTINIB	ERLOTINIB	chembl:CHEMBL553	TEND
chembl:CHEMBL525076	ENFUVIRTIDE	chembl:CHEMBL525076	ChemblDrugs
chembl:CHEMBL1614707	MUBRITINIB	chembl:CHEMBL1614707	ChemblDrugs
chembl:CHEMBL12658	CHEMBL12658	chembl:CHEMBL12658	ChemblDrugs
NIMOTUZUMAB	NIMOTUZUMAB	chembl:CHEMBL2108359	TdgClinicalTrial
TRILOSTANE	TRILOSTANE	chembl:CHEMBL1200907	NCI
310264680	LIQUIRTIGENIN	chembl:CHEMBL252642	GuideToPharmacology
INM-176			TTD
olaparib	OLAPARIB	chembl:CHEMBL521686	PharmGKB
PIOGLITAZONE	PIOGLITAZONE	chembl:CHEMBL595	NCI
Litenimod	LITENIMOD	chembl:CHEMBL2108298	TTD
MECYSTEINE HYDROCHLORIDE	MECYSTEINE HYDROCHLORIDE	chembl:CHEMBL1490495	DTC
135651714			GuideToPharmacology
US10179791, Compound 176			TTD
BIIB 023			TTD
FADROZOLE	FADROZOLE	chembl:CHEMBL9298	NCI
Dornase Alfa			TTD
PHENYLHYDRAZINE	PHENYLHYDRAZINE	chembl:CHEMBL456807	DTC
chembl:CHEMBL1256940	METHOXYVERAPAMIL HYDROCHLORIDE	chembl:CHEMBL1256940	ChemblDrugs
YM-358	CHEMBL347610	chembl:CHEMBL347610	TTD
135652498			GuideToPharmacology
chembl:CHEMBL2392545	TAK-960	chembl:CHEMBL2392545	ChemblDrugs
MEPAZINE ACETATE	MEPAZINE ACETATE	chembl:CHEMBL1712842	DTC
chembl:CHEMBL592943	TINORIDINE	chembl:CHEMBL592943	ChemblDrugs
NSC-85661	CHEMBL1684098	chembl:CHEMBL1684098	DTC
PMID28270021-Compound-WO2016054807Example71			TTD
PMID29757691-Compound-7			TTD
chembl:CHEMBL983	SUCCINYLCHOLINE CHLORIDE	chembl:CHEMBL983	ChemblDrugs
178102158			GuideToPharmacology
chembl:CHEMBL1201174	SITAGLIPTIN PHOSPHATE	chembl:CHEMBL1201174	ChemblDrugs
chembl:CHEMBL3545017	GTX-758	chembl:CHEMBL3545017	ChemblDrugs
Fluorophenyl-substituted heterocyclic amide analog 1			TTD
178100714			GuideToPharmacology
DB02076	CHEMBL1230513	chembl:CHEMBL1230513	DrugBank
chembl:CHEMBL2109387	PARSATUZUMAB	chembl:CHEMBL2109387	ChemblDrugs
178103908	ETAZOLATE	chembl:CHEMBL356388	GuideToPharmacology
chembl:CHEMBL407	FLUMAZENIL	chembl:CHEMBL407	ChemblDrugs
178100791			GuideToPharmacology
AKB-6548	VADADUSTAT	chembl:CHEMBL3646221	TdgClinicalTrial
chembl:CHEMBL225111	LANOSTEROL	chembl:CHEMBL225111	ChemblDrugs
