entrez_gene_symbol	gene_long_name	category_sources	category
HAX1	HCLS1 ASSOCIATED PROTEIN X-1	Pharos	TRANSPORTER
PODNL1	PODOCAN LIKE 1	HingoraniCasas	DRUGGABLE GENOME
ZP1	ZONA PELLUCIDA GLYCOPROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
TSPAN32	TETRASPANIN 32	GO	CELL SURFACE
ARSE	ARYLSULFATASE E (CHONDRODYSPLASIA PUNCTATA 1)	HopkinsGroom,RussLampel	DRUGGABLE GENOME
SDHAF4	SUCCINATE DEHYDROGENASE COMPLEX ASSEMBLY FACTOR 4	Pharos	ENZYME
TLE3	TRANSDUCIN LIKE ENHANCER OF SPLIT 3	GO	TRANSCRIPTION FACTOR COMPLEX
TLE3	TRANSDUCIN LIKE ENHANCER OF SPLIT 3	Pharos	TRANSCRIPTION FACTOR
OMG	OLIGODENDROCYTE MYELIN GLYCOPROTEIN	HingoraniCasas	DRUGGABLE GENOME
LRG1	LEUCINE RICH ALPHA-2-GLYCOPROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
LAMA3	LAMININ SUBUNIT ALPHA 3	HingoraniCasas	DRUGGABLE GENOME
GPD1	GLYCEROL-3-PHOSPHATE DEHYDROGENASE 1	HumanProteinAtlas	ENZYME
TIMP4	TIMP METALLOPEPTIDASE INHIBITOR 4	GO	DRUG RESISTANCE
TIMP4	TIMP METALLOPEPTIDASE INHIBITOR 4	dGene	PROTEASE INHIBITOR
TIMP4	TIMP METALLOPEPTIDASE INHIBITOR 4	HingoraniCasas	DRUGGABLE GENOME
GALNT11	POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 11	HumanProteinAtlas,Pharos	ENZYME
CST6	CYSTATIN E/M	HingoraniCasas	DRUGGABLE GENOME
CST6	CYSTATIN E/M	dGene	PROTEASE INHIBITOR
GJD2	GAP JUNCTION PROTEIN DELTA 2	GuideToPharmacology	ION CHANNEL
HSP90AA2P	HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS A MEMBER 2, PSEUDOGENE	RussLampel,HopkinsGroom	DRUGGABLE GENOME
IL6ST	INTERLEUKIN 6 SIGNAL TRANSDUCER	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
IL6ST	INTERLEUKIN 6 SIGNAL TRANSDUCER	HingoraniCasas	DRUGGABLE GENOME
IL6ST	INTERLEUKIN 6 SIGNAL TRANSDUCER	Pharos	KINASE
IL6ST	INTERLEUKIN 6 SIGNAL TRANSDUCER	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ATP1B3	ATPASE NA+/K+ TRANSPORTING SUBUNIT BETA 3	HingoraniCasas	DRUGGABLE GENOME
ATP1B3	ATPASE NA+/K+ TRANSPORTING SUBUNIT BETA 3	Pharos	ENZYME
ATP1B3	ATPASE NA+/K+ TRANSPORTING SUBUNIT BETA 3	GuideToPharmacology	TRANSPORTER
BDNF	BRAIN DERIVED NEUROTROPHIC FACTOR	HingoraniCasas	DRUGGABLE GENOME
BDNF	BRAIN DERIVED NEUROTROPHIC FACTOR	GO	DRUG RESISTANCE
BDNF	BRAIN DERIVED NEUROTROPHIC FACTOR	GO	GROWTH FACTOR
GTF2E2	GENERAL TRANSCRIPTION FACTOR IIE SUBUNIT 2	Pharos	TRANSCRIPTION FACTOR
GTF2E2	GENERAL TRANSCRIPTION FACTOR IIE SUBUNIT 2	Pharos	KINASE
IL22RA1	INTERLEUKIN 22 RECEPTOR SUBUNIT ALPHA 1	Pharos	KINASE
TXNL1	THIOREDOXIN LIKE 1	RussLampel,HopkinsGroom	DRUGGABLE GENOME
TXNL1	THIOREDOXIN LIKE 1	HopkinsGroom	THIOREDOXIN
NLRP3	NLR FAMILY PYRIN DOMAIN CONTAINING 3	GO	TRANSCRIPTION FACTOR BINDING
NLRP3	NLR FAMILY PYRIN DOMAIN CONTAINING 3	HingoraniCasas	DRUGGABLE GENOME
COQ6	COENZYME Q6, MONOOXYGENASE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
GRPR	GASTRIN RELEASING PEPTIDE RECEPTOR	dGene,HopkinsGroom,GuideToPharmacology,GO	G PROTEIN COUPLED RECEPTOR
GRPR	GASTRIN RELEASING PEPTIDE RECEPTOR	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
ENPP5	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 5 (PUTATIVE)	HingoraniCasas	DRUGGABLE GENOME
HIST1H2AC	HISTONE CLUSTER 1 H2A FAMILY MEMBER C	MskImpact,FoundationOneGenes	CLINICALLY ACTIONABLE
ACSS2	ACYL-COA SYNTHETASE SHORT CHAIN FAMILY MEMBER 2	Pharos	TRANSCRIPTION FACTOR
ACSS2	ACYL-COA SYNTHETASE SHORT CHAIN FAMILY MEMBER 2	Pharos,GuideToPharmacology	ENZYME
ETNK1	ETHANOLAMINE KINASE 1	Pharos	KINASE
ETNK1	ETHANOLAMINE KINASE 1	Pharos	ENZYME
ARID1A	AT-RICH INTERACTION DOMAIN 1A	Tempus,Oncomine,FoundationOneGenes,CarisMolecularIntelligence,MskImpact	CLINICALLY ACTIONABLE
TRMT13	TRNA METHYLTRANSFERASE 13 HOMOLOG	Pharos	ENZYME
OR1J4	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY J MEMBER 4	HopkinsGroom,GO,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
OR1J4	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY J MEMBER 4	HopkinsGroom,RussLampel	DRUGGABLE GENOME
FGFR2	FIBROBLAST GROWTH FACTOR RECEPTOR 2	MskImpact,CIViC,Tempus,Oncomine,CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
FGFR2	FIBROBLAST GROWTH FACTOR RECEPTOR 2	dGene,GO	TYROSINE KINASE
FGFR2	FIBROBLAST GROWTH FACTOR RECEPTOR 2	dGene,Pharos,HopkinsGroom,BaderLabGenes	KINASE
FGFR2	FIBROBLAST GROWTH FACTOR RECEPTOR 2	GO	CELL SURFACE
FGFR2	FIBROBLAST GROWTH FACTOR RECEPTOR 2	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
B3GALNT1	BETA-1,3-N-ACETYLGALACTOSAMINYLTRANSFERASE 1 (GLOBOSIDE BLOOD GROUP)	Pharos	ENZYME
DUT	DEOXYURIDINE TRIPHOSPHATASE	Pharos	ENZYME
DUT	DEOXYURIDINE TRIPHOSPHATASE	HingoraniCasas	DRUGGABLE GENOME
RNF141	RING FINGER PROTEIN 141	Pharos	TRANSCRIPTION FACTOR
TH	TYROSINE HYDROXYLASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
TH	TYROSINE HYDROXYLASE	Pharos,GuideToPharmacology	ENZYME
HCCS	HOLOCYTOCHROME C SYNTHASE	Pharos,HumanProteinAtlas	ENZYME
HCCS	HOLOCYTOCHROME C SYNTHASE	Pharos	KINASE
PTCH1	PATCHED 1	MskImpact,Oncomine,FoundationOneGenes,CarisMolecularIntelligence,Tempus	CLINICALLY ACTIONABLE
PTCH1	PATCHED 1	GO	DRUG RESISTANCE
PTCH1	PATCHED 1	HumanProteinAtlas	TRANSPORTER
PRKACG	PROTEIN KINASE CAMP-ACTIVATED CATALYTIC SUBUNIT GAMMA	HumanProteinAtlas,GuideToPharmacology	ENZYME
PRKACG	PROTEIN KINASE CAMP-ACTIVATED CATALYTIC SUBUNIT GAMMA	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
PRKACG	PROTEIN KINASE CAMP-ACTIVATED CATALYTIC SUBUNIT GAMMA	HopkinsGroom,Pharos,dGene,IDG	KINASE
PRKACG	PROTEIN KINASE CAMP-ACTIVATED CATALYTIC SUBUNIT GAMMA	dGene	SERINE THREONINE KINASE
FMO3	FLAVIN CONTAINING MONOOXYGENASE 3	Pharos,HumanProteinAtlas	ENZYME
FMO3	FLAVIN CONTAINING MONOOXYGENASE 3	HingoraniCasas	DRUGGABLE GENOME
SLC20A2	SOLUTE CARRIER FAMILY 20 MEMBER 2	HumanProteinAtlas,GuideToPharmacology,Pharos	TRANSPORTER
NAPEPLD	N-ACYL PHOSPHATIDYLETHANOLAMINE PHOSPHOLIPASE D	Pharos,GuideToPharmacology	ENZYME
SLC25A51	SOLUTE CARRIER FAMILY 25 MEMBER 51	RussLampel	DRUGGABLE GENOME
SLC25A51	SOLUTE CARRIER FAMILY 25 MEMBER 51	GuideToPharmacology	TRANSPORTER
MPST	MERCAPTOPYRUVATE SULFURTRANSFERASE	GuideToPharmacology,HumanProteinAtlas	ENZYME
MPST	MERCAPTOPYRUVATE SULFURTRANSFERASE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PSMB3P2	PROTEASOME SUBUNIT BETA 3 PSEUDOGENE 2	dGene	PROTEASE
DMBT1	DELETED IN MALIGNANT BRAIN TUMORS 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
SMS	SPERMINE SYNTHASE	HingoraniCasas	DRUGGABLE GENOME
GABRA6	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR ALPHA6 SUBUNIT	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
GABRA6	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR ALPHA6 SUBUNIT	HopkinsGroom,Pharos,GuideToPharmacology	ION CHANNEL
GABRA6	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR ALPHA6 SUBUNIT	FoundationOneGenes	CLINICALLY ACTIONABLE
HLA-DMB	MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DM BETA	Tempus	CLINICALLY ACTIONABLE
PLIN1	PERILIPIN 1	Pharos	KINASE
NKAIN2	SODIUM/POTASSIUM TRANSPORTING ATPASE INTERACTING 2	HumanProteinAtlas	TRANSPORTER
RNASE2	RIBONUCLEASE A FAMILY MEMBER 2	HingoraniCasas	DRUGGABLE GENOME
ACOT2	ACYL-COA THIOESTERASE 2	Pharos	ENZYME
MANF	MESENCEPHALIC ASTROCYTE DERIVED NEUROTROPHIC FACTOR	GO	GROWTH FACTOR
MANF	MESENCEPHALIC ASTROCYTE DERIVED NEUROTROPHIC FACTOR	HingoraniCasas	DRUGGABLE GENOME
CDKAL1	CDK5 REGULATORY SUBUNIT ASSOCIATED PROTEIN 1 LIKE 1	HumanProteinAtlas	ENZYME
MFSD12	MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 12	GO	TRANSPORTER
MFSD12	MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 12	RussLampel	DRUGGABLE GENOME
COPS7A	COP9 SIGNALOSOME SUBUNIT 7A	Pharos	KINASE
PIBF1	PROGESTERONE IMMUNOMODULATORY BINDING FACTOR 1	Pharos	ENZYME
MME	MEMBRANE METALLOENDOPEPTIDASE	GO	NEUTRAL ZINC METALLOPEPTIDASE
MME	MEMBRANE METALLOENDOPEPTIDASE	GO	CELL SURFACE
MME	MEMBRANE METALLOENDOPEPTIDASE	RussLampel,HingoraniCasas	DRUGGABLE GENOME
MME	MEMBRANE METALLOENDOPEPTIDASE	dGene	PROTEASE
MME	MEMBRANE METALLOENDOPEPTIDASE	GuideToPharmacology	ENZYME
BORA	BORA, AURORA KINASE A ACTIVATOR	Pharos	KINASE
LAMTOR3	LATE ENDOSOMAL/LYSOSOMAL ADAPTOR, MAPK AND MTOR ACTIVATOR 3	Pharos	KINASE
ANO2	ANOCTAMIN 2	Pharos	ION CHANNEL
PGK1	PHOSPHOGLYCERATE KINASE 1	Pharos	KINASE
PGK1	PHOSPHOGLYCERATE KINASE 1	Pharos,HumanProteinAtlas	ENZYME
OR5T3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY T MEMBER 3	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR5T3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY T MEMBER 3	HopkinsGroom,GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
CACNA1I	CALCIUM VOLTAGE-GATED CHANNEL SUBUNIT ALPHA1 I	Pharos,BaderLabGenes,GuideToPharmacology,HopkinsGroom	ION CHANNEL
CACNA1I	CALCIUM VOLTAGE-GATED CHANNEL SUBUNIT ALPHA1 I	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
OR8J3	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY J MEMBER 3	HopkinsGroom,dGene,GO	G PROTEIN COUPLED RECEPTOR
OR8J3	OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY J MEMBER 3	HopkinsGroom,RussLampel	DRUGGABLE GENOME
BCKDHB	BRANCHED CHAIN KETO ACID DEHYDROGENASE E1 SUBUNIT BETA	HumanProteinAtlas,Pharos	ENZYME
SCARF1	SCAVENGER RECEPTOR CLASS F MEMBER 1	Pharos	TRANSCRIPTION FACTOR
DNMT1	DNA METHYLTRANSFERASE 1	MskImpact	CLINICALLY ACTIONABLE
DNMT1	DNA METHYLTRANSFERASE 1	CIViC	DRUG RESISTANCE
DNMT1	DNA METHYLTRANSFERASE 1	Pharos,GuideToPharmacology	ENZYME
DNMT1	DNA METHYLTRANSFERASE 1	HingoraniCasas	DRUGGABLE GENOME
OR14A16	OLFACTORY RECEPTOR FAMILY 14 SUBFAMILY A MEMBER 16	GO,dGene,Pharos,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR14A16	OLFACTORY RECEPTOR FAMILY 14 SUBFAMILY A MEMBER 16	RussLampel,HopkinsGroom	DRUGGABLE GENOME
EYA4	EYA TRANSCRIPTIONAL COACTIVATOR AND PHOSPHATASE 4	GO	DNA REPAIR
EYA4	EYA TRANSCRIPTIONAL COACTIVATOR AND PHOSPHATASE 4	HumanProteinAtlas	ENZYME
ATP1A4	ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 4	HopkinsGroom	ION CHANNEL
ATP1A4	ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 4	HopkinsGroom,GuideToPharmacology	TRANSPORTER
ATP1A4	ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 4	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
ATP1A4	ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 4	Pharos	ENZYME
PTPRU	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE U	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PTPRU	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE U	HopkinsGroom,dGene	PROTEIN PHOSPHATASE
PSKH2	PROTEIN SERINE KINASE H2	GuideToPharmacology	ENZYME
PSKH2	PROTEIN SERINE KINASE H2	Pharos,dGene,HopkinsGroom,IDG	KINASE
PSKH2	PROTEIN SERINE KINASE H2	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
PSKH2	PROTEIN SERINE KINASE H2	dGene,GO	SERINE THREONINE KINASE
MAPKBP1	MITOGEN-ACTIVATED PROTEIN KINASE BINDING PROTEIN 1	Pharos	KINASE
ADAMTS18	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 18	GuideToPharmacology	ENZYME
ADAMTS18	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 18	RussLampel,HingoraniCasas	DRUGGABLE GENOME
ADAMTS18	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 18	dGene	PROTEASE
PLA2G2E	PHOSPHOLIPASE A2 GROUP IIE	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PLA2G2E	PHOSPHOLIPASE A2 GROUP IIE	HopkinsGroom	PHOSPHOLIPASE
PLA2G2E	PHOSPHOLIPASE A2 GROUP IIE	GuideToPharmacology	ENZYME
EFNB1	EPHRIN B1	HingoraniCasas	DRUGGABLE GENOME
EFNB1	EPHRIN B1	Pharos	KINASE
HOXC10	HOMEOBOX C10	Pharos	TRANSCRIPTION FACTOR
TMEM199	TRANSMEMBRANE PROTEIN 199	Pharos	ENZYME
TMEM199	TRANSMEMBRANE PROTEIN 199	HumanProteinAtlas	TRANSPORTER
SULT4A1	SULFOTRANSFERASE FAMILY 4A MEMBER 1	HingoraniCasas	DRUGGABLE GENOME
PRDX4	PEROXIREDOXIN 4	Pharos	TRANSCRIPTION FACTOR
PRDX4	PEROXIREDOXIN 4	Pharos	ENZYME
PRDX4	PEROXIREDOXIN 4	HingoraniCasas	DRUGGABLE GENOME
IGHV1-69-2	IMMUNOGLOBULIN HEAVY VARIABLE 1-69-2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
RWDD3	RWD DOMAIN CONTAINING 3	Pharos	ENZYME
BPGM	BISPHOSPHOGLYCERATE MUTASE	Pharos,HumanProteinAtlas	ENZYME
LHX3	LIM HOMEOBOX 3	GO	TRANSCRIPTION FACTOR COMPLEX
LHX3	LIM HOMEOBOX 3	Pharos	TRANSCRIPTION FACTOR
OR5M1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY M MEMBER 1	HopkinsGroom	DRUGGABLE GENOME
OR5M1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY M MEMBER 1	HopkinsGroom,Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
KMT5A	LYSINE METHYLTRANSFERASE 5A	GuideToPharmacology	ENZYME
NKX1-2	NK1 HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR
CYP4F3	CYTOCHROME P450 FAMILY 4 SUBFAMILY F MEMBER 3	HopkinsGroom	CYTOCHROME P450
CYP4F3	CYTOCHROME P450 FAMILY 4 SUBFAMILY F MEMBER 3	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CYP4F3	CYTOCHROME P450 FAMILY 4 SUBFAMILY F MEMBER 3	Pharos,GuideToPharmacology	ENZYME
SLC30A5	SOLUTE CARRIER FAMILY 30 MEMBER 5	Pharos,GuideToPharmacology	TRANSPORTER
SLC30A5	SOLUTE CARRIER FAMILY 30 MEMBER 5	Pharos	ENZYME
NDFIP1	NEDD4 FAMILY INTERACTING PROTEIN 1	Pharos	TRANSPORTER
NDFIP1	NEDD4 FAMILY INTERACTING PROTEIN 1	Pharos	ENZYME
NDFIP1	NEDD4 FAMILY INTERACTING PROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
RDH10	RETINOL DEHYDROGENASE 10	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
RDH10	RETINOL DEHYDROGENASE 10	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ABCA13	ATP BINDING CASSETTE SUBFAMILY A MEMBER 13	RussLampel,HingoraniCasas	DRUGGABLE GENOME
ABCA13	ATP BINDING CASSETTE SUBFAMILY A MEMBER 13	Pharos,GuideToPharmacology	TRANSPORTER
ABCA13	ATP BINDING CASSETTE SUBFAMILY A MEMBER 13	GO	ABC TRANSPORTER
TRIM36	TRIPARTITE MOTIF CONTAINING 36	HumanProteinAtlas	ENZYME
TRIM36	TRIPARTITE MOTIF CONTAINING 36	GO	TUMOR SUPPRESSOR
TRIM36	TRIPARTITE MOTIF CONTAINING 36	HopkinsGroom	B30_2 SPRY DOMAIN
TRIM36	TRIPARTITE MOTIF CONTAINING 36	HopkinsGroom	DRUGGABLE GENOME
LYL1	LYL1, BASIC HELIX-LOOP-HELIX FAMILY MEMBER	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
LYL1	LYL1, BASIC HELIX-LOOP-HELIX FAMILY MEMBER	Pharos	TRANSCRIPTION FACTOR
SUMO2	SMALL UBIQUITIN-LIKE MODIFIER 2	Pharos	ENZYME
PPP1R1B	PROTEIN PHOSPHATASE 1 REGULATORY INHIBITOR SUBUNIT 1B	Pharos	KINASE
HTR2A	5-HYDROXYTRYPTAMINE RECEPTOR 2A	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
HTR2A	5-HYDROXYTRYPTAMINE RECEPTOR 2A	Pharos	KINASE
HTR2A	5-HYDROXYTRYPTAMINE RECEPTOR 2A	dGene,HopkinsGroom,GO,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
HTR2A	5-HYDROXYTRYPTAMINE RECEPTOR 2A	GO	DRUG RESISTANCE
USP30	UBIQUITIN SPECIFIC PEPTIDASE 30	dGene	PROTEASE
USP30	UBIQUITIN SPECIFIC PEPTIDASE 30	Pharos	ENZYME
HRH1	HISTAMINE RECEPTOR H1	GO,HopkinsGroom,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR
HRH1	HISTAMINE RECEPTOR H1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PGA3	PEPSINOGEN 3, GROUP I (PEPSINOGEN A)	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PGA3	PEPSINOGEN 3, GROUP I (PEPSINOGEN A)	HopkinsGroom,dGene	PROTEASE
PGA3	PEPSINOGEN 3, GROUP I (PEPSINOGEN A)	Pharos	ENZYME
PHF3	PHD FINGER PROTEIN 3	Pharos	TRANSCRIPTION FACTOR
NOD2	NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2	GO	CELL SURFACE
NOD2	NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2	Pharos	KINASE
NOD2	NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2	HingoraniCasas	DRUGGABLE GENOME
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	GuideToPharmacology,HumanProteinAtlas	ENZYME
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	HopkinsGroom,Pharos,dGene	KINASE
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	Pharos	TRANSPORTER
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	GO,dGene	SERINE THREONINE KINASE
MAP2K3	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3	GO	TYROSINE KINASE
DERL1	DERLIN 1	HingoraniCasas	DRUGGABLE GENOME
SBF1	SET BINDING FACTOR 1	dGene	MYOTUBULARIN RELATED PROTEIN PHOSPHATASE
BLMH	BLEOMYCIN HYDROLASE	dGene,HopkinsGroom	PROTEASE
BLMH	BLEOMYCIN HYDROLASE	GO	DRUG RESISTANCE
BLMH	BLEOMYCIN HYDROLASE	Pharos	ENZYME
BLMH	BLEOMYCIN HYDROLASE	HopkinsGroom	DRUGGABLE GENOME
PROCR	PROTEIN C RECEPTOR	HingoraniCasas	DRUGGABLE GENOME
PROCR	PROTEIN C RECEPTOR	GO	CELL SURFACE
TRPM1	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 1	HopkinsGroom,Pharos,GuideToPharmacology,HumanProteinAtlas,BaderLabGenes	ION CHANNEL
TRPM1	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
LIMD2	LIM DOMAIN CONTAINING 2	Pharos	KINASE
DPEP1	DIPEPTIDASE 1	dGene	PROTEASE
DPEP1	DIPEPTIDASE 1	Pharos,GuideToPharmacology	ENZYME
DPEP1	DIPEPTIDASE 1	HingoraniCasas	DRUGGABLE GENOME
CRH	CORTICOTROPIN RELEASING HORMONE	HingoraniCasas	DRUGGABLE GENOME
CRH	CORTICOTROPIN RELEASING HORMONE	GO	HORMONE ACTIVITY
CRH	CORTICOTROPIN RELEASING HORMONE	GO	DRUG RESISTANCE
PEX1	PEROXISOMAL BIOGENESIS FACTOR 1	HumanProteinAtlas	TRANSPORTER
DSCAM	DS CELL ADHESION MOLECULE	HingoraniCasas	DRUGGABLE GENOME
DSCAM	DS CELL ADHESION MOLECULE	Pharos	KINASE
RORA	RAR RELATED ORPHAN RECEPTOR A	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
RORA	RAR RELATED ORPHAN RECEPTOR A	GO,BaderLabGenes,Pharos,GuideToPharmacology,HopkinsGroom,dGene	NUCLEAR HORMONE RECEPTOR
RORA	RAR RELATED ORPHAN RECEPTOR A	GO	TRANSCRIPTION FACTOR BINDING
RORA	RAR RELATED ORPHAN RECEPTOR A	Pharos	KINASE
MED10	MEDIATOR COMPLEX SUBUNIT 10	Pharos	TRANSCRIPTION FACTOR
MT-ATP6	ATP SYNTHASE F0 SUBUNIT 6	GuideToPharmacology	TRANSPORTER
HLA-DOB	MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DO BETA	HingoraniCasas	DRUGGABLE GENOME
HLA-DOB	MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DO BETA	Tempus	CLINICALLY ACTIONABLE
CGB3	CHORIONIC GONADOTROPIN BETA SUBUNIT 3	GO	HORMONE ACTIVITY
CGB3	CHORIONIC GONADOTROPIN BETA SUBUNIT 3	HingoraniCasas	DRUGGABLE GENOME
BRAP	BRCA1 ASSOCIATED PROTEIN	Pharos	KINASE
GALC	GALACTOSYLCERAMIDASE	HingoraniCasas	DRUGGABLE GENOME
GALC	GALACTOSYLCERAMIDASE	HumanProteinAtlas,Pharos	ENZYME
CLSPN	CLASPIN	Pharos	KINASE
CLSPN	CLASPIN	GO	DNA REPAIR
LDB3	LIM DOMAIN BINDING 3	Pharos	KINASE
OR6B1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY B MEMBER 1	GO,Pharos,dGene,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR6B1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY B MEMBER 1	RussLampel,HopkinsGroom	DRUGGABLE GENOME
LAMA5	LAMININ SUBUNIT ALPHA 5	HingoraniCasas	DRUGGABLE GENOME
TBR1	T-BOX, BRAIN 1	Pharos	TRANSCRIPTION FACTOR
TBR1	T-BOX, BRAIN 1	Pharos	KINASE
KHDRBS1	KH RNA BINDING DOMAIN CONTAINING, SIGNAL TRANSDUCTION ASSOCIATED 1	HingoraniCasas	DRUGGABLE GENOME
TAB1	TGF-BETA ACTIVATED KINASE 1 (MAP3K7) BINDING PROTEIN 1	Pharos	KINASE
TAB1	TGF-BETA ACTIVATED KINASE 1 (MAP3K7) BINDING PROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
NMT1	N-MYRISTOYLTRANSFERASE 1	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
TUBE1	TUBULIN EPSILON 1	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	GO	TRANSCRIPTION FACTOR COMPLEX
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	GO	TRANSCRIPTION FACTOR BINDING
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	FoundationOneGenes,Oncomine,CarisMolecularIntelligence,Tempus,MskImpact	CLINICALLY ACTIONABLE
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	CIViC	DRUG RESISTANCE
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	HingoraniCasas	DRUGGABLE GENOME
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	Pharos	TRANSCRIPTION FACTOR
RB1	RB TRANSCRIPTIONAL COREPRESSOR 1	Pharos	KINASE
CELA2A	CHYMOTRYPSIN LIKE ELASTASE FAMILY MEMBER 2A	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
